id_inquilino,horario,ritmo,animacion,nivel_educativo,cine,leer ,deporte ,mascotas,comida,dieta,fumador,visitas,orden,musica_tipo,musica_alta,plan_perfecto,instrumento
6992,noche,madrugador,no,primaria,no,no,no,con mascotas,cocinar,no,no,si,ordenada,pop,no,casa,no
6993,noche,nocturno,no,secundaria,si,si,si,con mascotas,cocinar,si,si,si,relajada,reggaeton,si,salir,si
6994,noche,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
6995,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,no,ordenada,reggaeton,si,salir,si
6996,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,si,no,no,relajada,rock,no,casa,no
6997,mañana,madrugador,si,primaria,si,no,si,sin mascotas,pedir comida,si,si,no,relajada,pop,si,casa,no
6998,mañana,nocturno,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
6999,mañana,madrugador,si,universitaria,no,si,no,sin mascotas,cocinar,si,no,no,relajada,pop,no,casa,no
7000,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
7001,mañana,madrugador,si,secundaria,no,no,si,con mascotas,pedir comida,si,no,si,ordenada,rock,no,casa,no
7002,mañana,nocturno,no,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,salir,no
7003,mañana,madrugador,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,reggaeton,si,salir,si
7004,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7005,noche,nocturno,no,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
7006,noche,madrugador,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,no
7007,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,no,si,no,ordenada,pop,no,casa,no
7008,mañana,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7009,mañana,madrugador,si,primaria,no,no,si,con mascotas,pedir comida,no,no,si,ordenada,rock,no,casa,no
7010,noche,madrugador,no,primaria,no,si,si,sin mascotas,cocinar,si,no,no,relajada,rock,no,casa,no
7011,mañana,nocturno,no,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7012,noche,madrugador,si,universitaria,si,no,si,con mascotas,cocinar,no,no,no,relajada,pop,si,casa,no
7013,noche,madrugador,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7014,noche,madrugador,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
7015,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,ordenada,clasica,si,salir,si
7016,noche,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,si
7017,noche,nocturno,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
7018,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,rock,no,salir,si
7019,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,rock,no,casa,no
7020,noche,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,clasica,si,salir,si
7021,mañana,madrugador,no,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,clasica,si,casa,no
7022,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7023,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,no,salir,si
7024,mañana,nocturno,si,primaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,casa,si
7025,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
7026,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7027,noche,nocturno,si,primaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7028,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,pop,si,salir,no
7029,noche,nocturno,no,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,no
7030,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,pop,no,casa,no
7031,mañana,madrugador,si,primaria,si,no,si,con mascotas,pedir comida,no,no,no,ordenada,rock,no,salir,no
7032,noche,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
7033,mañana,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
7034,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,si,si,ordenada,rock,no,casa,no
7035,mañana,nocturno,si,universitaria,si,si,si,con mascotas,pedir comida,no,no,si,ordenada,pop,si,salir,si
7036,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
7037,noche,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,si,si,ordenada,rock,no,casa,no
7038,mañana,nocturno,si,universitaria,no,si,no,con mascotas,cocinar,si,no,no,ordenada,pop,no,casa,no
7039,mañana,madrugador,si,universitaria,no,no,no,con mascotas,cocinar,si,no,no,relajada,clasica,si,casa,no
7040,noche,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,relajada,pop,si,salir,no
7041,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
7042,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,reggaeton,no,casa,no
7043,noche,nocturno,no,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,relajada,rock,si,salir,si
7044,noche,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,pop,si,casa,no
7045,mañana,madrugador,no,secundaria,no,si,no,sin mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,no
7046,noche,nocturno,no,secundaria,si,si,no,sin mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7047,mañana,nocturno,si,universitaria,si,no,no,sin mascotas,pedir comida,si,no,no,ordenada,pop,no,casa,no
7048,noche,nocturno,no,universitaria,si,no,no,con mascotas,pedir comida,no,si,si,relajada,pop,si,salir,no
7049,mañana,nocturno,no,universitaria,no,no,si,sin mascotas,cocinar,no,si,si,relajada,rock,no,casa,no
7050,mañana,nocturno,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
7051,noche,nocturno,si,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,no
7052,noche,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,no,si,no,ordenada,rock,si,casa,no
7053,noche,nocturno,si,primaria,si,si,no,sin mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,si
7054,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,si
7055,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,clasica,no,casa,no
7056,noche,madrugador,no,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,ordenada,reggaeton,si,salir,si
7057,mañana,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7058,mañana,madrugador,si,secundaria,si,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
7059,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,rock,no,casa,no
7060,mañana,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,si
7061,noche,nocturno,no,universitaria,si,si,no,con mascotas,cocinar,si,si,no,relajada,clasica,no,casa,si
7062,noche,nocturno,no,universitaria,si,si,no,sin mascotas,cocinar,si,no,no,relajada,clasica,si,salir,si
7063,mañana,nocturno,no,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,no
7064,noche,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7065,noche,madrugador,no,universitaria,si,si,si,con mascotas,pedir comida,no,si,si,ordenada,clasica,no,salir,si
7066,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7067,noche,nocturno,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
7068,noche,nocturno,si,universitaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7069,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,no,salir,si
7070,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,casa,si
7071,noche,madrugador,si,primaria,no,no,si,sin mascotas,pedir comida,no,no,si,relajada,rock,no,casa,no
7072,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,casa,si
7073,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,clasica,si,salir,si
7074,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,si,no,si,ordenada,rock,si,casa,no
7075,mañana,nocturno,no,secundaria,no,no,no,con mascotas,pedir comida,si,no,si,relajada,rock,si,salir,si
7076,mañana,madrugador,si,secundaria,si,si,no,sin mascotas,cocinar,si,no,no,relajada,pop,no,casa,no
7077,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
7078,mañana,nocturno,no,secundaria,no,no,si,con mascotas,cocinar,no,no,si,ordenada,rock,no,casa,no
7079,mañana,madrugador,no,primaria,no,no,si,sin mascotas,cocinar,si,si,no,ordenada,rock,no,casa,no
7080,noche,nocturno,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7081,mañana,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,clasica,si,casa,si
7082,mañana,nocturno,si,primaria,no,no,si,sin mascotas,cocinar,no,no,si,relajada,clasica,no,casa,no
7083,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,pedir comida,no,si,no,ordenada,pop,si,casa,si
7084,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,si,no,si,ordenada,reggaeton,si,salir,si
7085,noche,nocturno,si,primaria,no,si,no,sin mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7086,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
7087,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
7088,mañana,madrugador,si,primaria,si,si,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,salir,no
7089,noche,madrugador,no,universitaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7090,noche,madrugador,no,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7091,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,no
7092,noche,nocturno,si,universitaria,si,no,no,sin mascotas,pedir comida,si,si,si,relajada,rock,si,salir,si
7093,mañana,madrugador,no,universitaria,no,no,no,sin mascotas,cocinar,no,no,no,relajada,rock,si,casa,no
7094,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,pop,si,casa,si
7095,noche,nocturno,si,universitaria,no,si,no,con mascotas,cocinar,si,si,no,ordenada,reggaeton,no,salir,si
7096,mañana,nocturno,no,primaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
7097,noche,nocturno,no,universitaria,si,si,no,con mascotas,cocinar,si,si,si,relajada,reggaeton,si,salir,si
7098,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,no
7099,noche,nocturno,no,universitaria,no,no,no,sin mascotas,pedir comida,si,si,si,ordenada,pop,si,salir,si
7100,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7101,noche,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
7102,mañana,nocturno,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,si,casa,no
7103,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,casa,si
7104,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
7105,mañana,nocturno,no,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,casa,si
7106,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,pop,no,casa,no
7107,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7108,mañana,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
7109,mañana,nocturno,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,pop,si,salir,si
7110,mañana,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,reggaeton,si,salir,no
7111,noche,madrugador,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7112,mañana,madrugador,no,universitaria,no,si,no,sin mascotas,cocinar,si,si,si,relajada,clasica,si,salir,si
7113,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,salir,no
7114,noche,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,si,no,no,ordenada,rock,no,casa,si
7115,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,no,si,si,ordenada,pop,no,casa,no
7116,mañana,madrugador,no,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
7117,mañana,madrugador,si,secundaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,reggaeton,no,casa,no
7118,mañana,nocturno,si,primaria,si,no,si,con mascotas,cocinar,si,no,no,ordenada,clasica,no,casa,no
7119,noche,nocturno,no,universitaria,no,si,si,con mascotas,pedir comida,si,si,no,relajada,reggaeton,si,salir,si
7120,mañana,nocturno,si,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,salir,no
7121,mañana,madrugador,no,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,ordenada,clasica,no,salir,no
7122,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,rock,no,casa,no
7123,noche,nocturno,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7124,mañana,nocturno,si,primaria,no,no,si,sin mascotas,cocinar,no,si,no,ordenada,reggaeton,no,casa,no
7125,mañana,nocturno,si,primaria,si,si,no,sin mascotas,pedir comida,si,si,si,relajada,reggaeton,no,casa,si
7126,mañana,madrugador,si,primaria,si,no,no,sin mascotas,cocinar,no,no,si,relajada,rock,no,salir,no
7127,noche,nocturno,si,secundaria,no,no,no,con mascotas,pedir comida,si,no,no,relajada,reggaeton,si,salir,no
7128,noche,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,reggaeton,no,casa,no
7129,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,no,no,si,relajada,reggaeton,si,salir,no
7130,mañana,madrugador,no,primaria,no,si,si,con mascotas,pedir comida,no,si,no,ordenada,rock,no,casa,no
7131,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7132,noche,nocturno,si,secundaria,no,no,no,sin mascotas,pedir comida,si,si,si,ordenada,rock,si,salir,si
7133,noche,nocturno,si,universitaria,si,no,si,con mascotas,cocinar,si,si,si,relajada,clasica,si,salir,si
7134,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7135,noche,madrugador,si,universitaria,no,no,no,sin mascotas,pedir comida,si,no,no,ordenada,pop,no,casa,no
7136,mañana,nocturno,si,primaria,no,no,si,con mascotas,cocinar,no,si,no,ordenada,rock,no,casa,no
7137,noche,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
7138,mañana,madrugador,si,secundaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
7139,mañana,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,casa,no
7140,noche,nocturno,no,universitaria,si,si,no,sin mascotas,pedir comida,no,si,si,ordenada,pop,si,salir,si
7141,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
7142,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,no,si,ordenada,rock,no,casa,no
7143,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,no
7144,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,no,no,si,ordenada,pop,no,casa,si
7145,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,si,relajada,rock,no,salir,si
7146,mañana,madrugador,si,primaria,no,no,no,sin mascotas,cocinar,no,si,no,ordenada,pop,si,casa,no
7147,noche,nocturno,no,secundaria,no,si,si,con mascotas,cocinar,si,no,si,relajada,reggaeton,si,salir,no
7148,noche,nocturno,no,universitaria,si,si,no,sin mascotas,cocinar,si,si,si,relajada,pop,si,salir,si
7149,noche,nocturno,si,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,relajada,clasica,no,salir,si
7150,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
7151,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,no,ordenada,reggaeton,si,casa,si
7152,noche,nocturno,no,universitaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7153,mañana,nocturno,si,primaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
7154,noche,nocturno,no,secundaria,no,no,si,con mascotas,pedir comida,no,no,si,relajada,reggaeton,si,salir,si
7155,noche,nocturno,no,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,casa,no
7156,mañana,madrugador,si,universitaria,no,si,no,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
7157,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,si
7158,noche,madrugador,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
7159,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,si,no,no,ordenada,pop,no,casa,no
7160,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7161,mañana,nocturno,si,universitaria,si,si,no,sin mascotas,cocinar,no,no,no,ordenada,pop,si,casa,no
7162,mañana,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,no,salir,si
7163,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
7164,noche,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
7165,noche,madrugador,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,no
7166,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,no,salir,si
7167,mañana,nocturno,si,primaria,si,no,si,con mascotas,cocinar,no,no,no,ordenada,clasica,no,casa,si
7168,noche,madrugador,no,secundaria,si,no,no,con mascotas,cocinar,si,si,si,relajada,reggaeton,no,salir,si
7169,noche,nocturno,no,primaria,si,si,si,sin mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
7170,mañana,nocturno,si,universitaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,pop,no,casa,si
7171,noche,nocturno,no,secundaria,si,no,no,sin mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7172,noche,nocturno,si,primaria,no,no,si,sin mascotas,pedir comida,no,no,no,relajada,rock,si,casa,no
7173,noche,madrugador,si,primaria,no,no,no,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
7174,mañana,madrugador,si,secundaria,si,si,si,sin mascotas,cocinar,no,si,no,ordenada,rock,si,casa,si
7175,mañana,madrugador,si,primaria,no,no,no,con mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
7176,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,no
7177,mañana,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7178,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,si,no,ordenada,rock,no,casa,no
7179,mañana,nocturno,si,primaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
7180,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
7181,mañana,nocturno,si,primaria,si,no,no,sin mascotas,cocinar,no,si,si,ordenada,rock,no,casa,no
7182,mañana,madrugador,si,secundaria,no,si,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,si
7183,noche,nocturno,no,primaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,rock,si,salir,si
7184,mañana,madrugador,si,primaria,si,no,si,sin mascotas,pedir comida,no,si,si,ordenada,rock,no,casa,no
7185,mañana,nocturno,si,primaria,no,no,si,sin mascotas,cocinar,si,no,no,ordenada,rock,no,casa,no
7186,noche,nocturno,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,rock,si,salir,no
7187,noche,nocturno,no,universitaria,si,no,no,con mascotas,pedir comida,si,no,no,relajada,clasica,si,salir,si
7188,noche,nocturno,no,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
7189,noche,nocturno,no,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,si
7190,mañana,madrugador,no,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
7191,noche,nocturno,no,universitaria,si,si,no,sin mascotas,pedir comida,no,no,si,relajada,clasica,si,salir,si
7192,noche,nocturno,no,secundaria,no,si,no,sin mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
7193,mañana,madrugador,si,primaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,rock,no,casa,si
7194,noche,nocturno,si,universitaria,si,no,no,con mascotas,pedir comida,si,si,no,relajada,clasica,si,salir,si
7195,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,si,ordenada,pop,no,casa,no
7196,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,reggaeton,si,casa,no
7197,noche,nocturno,no,primaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
7198,noche,madrugador,no,primaria,no,si,no,con mascotas,pedir comida,no,si,no,relajada,clasica,si,salir,si
7199,mañana,madrugador,si,primaria,no,si,no,sin mascotas,cocinar,no,si,no,ordenada,rock,si,casa,no
7200,mañana,madrugador,no,universitaria,no,no,si,con mascotas,cocinar,si,si,no,relajada,pop,si,casa,no
7201,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,pop,no,casa,si
7202,noche,madrugador,no,secundaria,si,si,no,con mascotas,cocinar,no,si,si,relajada,reggaeton,si,salir,si
7203,mañana,madrugador,si,secundaria,no,no,si,con mascotas,pedir comida,no,no,no,relajada,rock,si,salir,no
7204,mañana,nocturno,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,si,ordenada,pop,si,salir,no
7205,mañana,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,no,ordenada,pop,si,salir,si
7206,mañana,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,clasica,si,salir,si
7207,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,si,no,no,ordenada,rock,si,salir,no
7208,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,salir,no
7209,noche,madrugador,si,secundaria,no,no,si,sin mascotas,cocinar,no,si,no,ordenada,reggaeton,no,casa,no
7210,noche,nocturno,no,universitaria,no,si,si,sin mascotas,pedir comida,no,si,no,relajada,clasica,no,salir,si
7211,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
7212,mañana,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,no,no,si,relajada,reggaeton,si,casa,si
7213,noche,nocturno,no,universitaria,no,si,si,con mascotas,pedir comida,no,si,si,ordenada,reggaeton,si,salir,si
7214,mañana,nocturno,si,primaria,si,no,si,con mascotas,cocinar,no,no,no,ordenada,clasica,no,salir,no
7215,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
7216,noche,madrugador,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
7217,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,si,no,no,ordenada,rock,si,casa,no
7218,noche,madrugador,si,universitaria,no,no,no,sin mascotas,cocinar,no,no,no,ordenada,reggaeton,no,casa,no
7219,noche,madrugador,no,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7220,noche,nocturno,si,secundaria,no,si,si,sin mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,no
7221,noche,madrugador,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
7222,noche,madrugador,no,primaria,si,no,no,sin mascotas,pedir comida,no,si,no,ordenada,rock,si,casa,si
7223,mañana,madrugador,no,primaria,si,no,si,sin mascotas,cocinar,no,si,si,ordenada,rock,no,casa,no
7224,noche,madrugador,si,secundaria,si,no,si,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,no,salir,si
7225,noche,madrugador,si,universitaria,no,no,no,sin mascotas,cocinar,no,no,si,ordenada,pop,no,casa,no
